id,probability,actual
316,0.9999708,1.0
316,2.8826369e-05,0.0
316,3.1470503e-05,0.0
316,0.9999726,1.0
316,2.7086991e-05,0.0
316,3.0092766e-05,0.0
316,0.9999709,1.0
494,3.0753243e-05,0.0
494,3.2370208e-05,0.0
494,0.99997365,1.0
494,0.9879112,0.0
494,0.02646246,0.0
494,0.27080908,1.0
494,2.7637661e-05,0.0
494,3.1761847e-05,0.0
494,0.9999771,1.0
494,2.9562843e-05,0.0
494,3.2221484e-05,0.0
494,0.9999701,1.0
494,2.951943e-05,0.0
494,3.4482357e-05,0.0
494,0.9999726,1.0
494,2.8357232e-05,0.0
494,3.275217e-05,0.0
494,0.99997413,1.0
494,0.9997482,1.0
494,0.0004131603,0.0
494,0.0008046263,0.0
494,2.8239137e-05,0.0
494,3.284184e-05,0.0
494,0.99997294,1.0
494,2.9966357e-05,0.0
494,4.5403234e-05,0.0
494,0.9999734,1.0
494,3.280359e-05,0.0
494,3.3227247e-05,0.0
494,0.9999728,1.0
494,3.017927e-05,0.0
494,3.316786e-05,0.0
494,0.9999734,1.0
494,5.030734e-05,0.0
494,5.7640547e-05,0.0
494,0.99996793,1.0
207,2.8949651e-05,0.0
207,3.081671e-05,0.0
207,0.99997234,1.0
207,0.00013850335,0.0
207,0.00034772465,0.0
207,0.99996734,1.0
207,2.879889e-05,0.0
207,3.0180536e-05,0.0
207,0.99997604,1.0
207,2.9017618e-05,0.0
207,3.1101677e-05,0.0
207,0.9999697,1.0
207,3.2097458e-05,0.0
207,3.789507e-05,0.0
207,0.9999658,1.0
207,2.82896e-05,0.0
207,3.0310935e-05,0.0
207,0.9999703,1.0
207,0.00014494348,0.0
207,0.0007018483,0.0
207,0.9999677,1.0
207,2.9044859e-05,0.0
207,3.1394786e-05,0.0
207,0.999974,1.0
207,0.0023251893,0.0
207,0.99228024,1.0
207,0.0011666891,0.0
207,3.0818883e-05,0.0
207,3.0881492e-05,0.0
207,0.9999665,1.0
207,2.9125631e-05,0.0
207,3.049903e-05,0.0
207,0.99997234,1.0
207,2.7597467e-05,0.0
207,3.0061989e-05,0.0
207,0.9999695,1.0
559,3.0649655e-05,0.0
559,3.925628e-05,0.0
559,0.99997723,1.0
559,0.36611393,0.0
559,0.00054072886,0.0
559,0.86932635,1.0
559,2.8547167e-05,0.0
559,3.9493138e-05,0.0
559,0.99997866,1.0
559,0.003962782,0.0
559,0.000105315215,0.0
559,0.9998561,1.0
559,0.00022301667,0.0
559,9.056752e-05,0.0
559,0.9999707,1.0
559,2.9816701e-05,0.0
559,3.649806e-05,0.0
559,0.9999738,1.0
559,8.710788e-05,0.0
559,0.00015512269,0.0
559,0.99997103,1.0
559,2.9408808e-05,0.0
559,3.3656343e-05,0.0
559,0.99997747,1.0
559,4.9081373e-05,0.0
559,0.00012078513,0.0
559,0.99997246,1.0
559,3.527674e-05,0.0
559,4.0489336e-05,0.0
559,0.9999747,1.0
559,2.9531004e-05,0.0
559,3.6010922e-05,0.0
559,0.9999763,1.0
559,2.7257913e-05,0.0
559,3.7452275e-05,0.0
559,0.9999752,1.0
1485,3.013337e-05,0.0
1485,3.3536227e-05,0.0
1485,0.99997425,1.0
1485,0.9998338,1.0
1485,0.00016665294,0.0
1485,0.00069331797,0.0
1485,2.8406275e-05,0.0
1485,3.3357515e-05,0.0
1485,0.9999776,1.0
1485,0.9998548,0.0
1485,0.00014095685,0.0
1485,0.004824449,1.0
1485,2.9052724e-05,0.0
1485,3.451009e-05,0.0
1485,0.9999732,1.0
1485,2.7285741e-05,0.0
1485,3.2629807e-05,0.0
1485,0.99997544,1.0
1485,3.1848504e-05,0.0
1485,3.8645994e-05,0.0
1485,0.99997425,1.0
1485,2.9439676e-05,0.0
1485,3.2211097e-05,0.0
1485,0.9999764,1.0
1485,3.0053243e-05,0.0
1485,3.3087425e-05,0.0
1485,0.9999757,1.0
1485,2.970386e-05,0.0
1485,3.113937e-05,0.0
1485,0.9999739,1.0
1485,2.883726e-05,0.0
1485,3.2878383e-05,0.0
1485,0.9999753,1.0
1485,2.720914e-05,0.0
1485,3.0336241e-05,0.0
1485,0.9999745,1.0
1227,0.00017286999,0.0
1227,0.00017907732,0.0
1227,0.99997425,1.0
1227,0.066925086,0.0
1227,0.45448127,0.0
1227,0.92698747,1.0
1227,4.779318e-05,0.0
1227,6.723546e-05,0.0
1227,0.9999733,1.0
1227,0.049800746,0.0
1227,0.19284843,0.0
1227,0.93915796,1.0
1227,4.7930338e-05,0.0
1227,7.782352e-05,0.0
1227,0.99997294,1.0
1227,0.06092912,0.0
1227,0.81203467,0.0
1227,0.45694742,1.0
1227,0.0014751351,0.0
1227,0.004034516,0.0
1227,0.99995196,1.0
1227,6.667779e-05,0.0
1227,0.00010613365,0.0
1227,0.99997306,1.0
1227,0.00011272253,0.0
1227,0.00060714263,0.0
1227,0.9999747,1.0
1227,0.00930196,0.0
1227,0.0060468796,0.0
1227,0.99958843,1.0
1227,0.00027354716,0.0
1227,0.00015901178,0.0
1227,0.9999722,1.0
1227,0.09324105,0.0
1227,0.34760168,0.0
1227,0.8714647,1.0
270,2.9259316e-05,0.0
270,3.0714786e-05,0.0
270,0.99997354,1.0
270,0.9998318,0.0
270,0.0001734525,0.0
270,0.0029284256,1.0
270,2.722783e-05,0.0
270,3.0764008e-05,0.0
270,0.9999776,1.0
270,0.99965656,1.0
270,0.00014615885,0.0
270,0.0007304104,0.0
270,3.3073957e-05,0.0
270,3.1946875e-05,0.0
270,0.9999732,1.0
270,3.964569e-05,0.0
270,2.9950244e-05,0.0
270,0.99997556,1.0
270,3.5201967e-05,0.0
270,4.1107127e-05,0.0
270,0.9999758,1.0
270,2.734451e-05,0.0
270,3.058352e-05,0.0
270,0.99997365,1.0
270,2.7105236e-05,0.0
270,3.153873e-05,0.0
270,0.9999751,1.0
270,5.1830335e-05,0.0
270,3.2412994e-05,0.0
270,0.99997234,1.0
270,3.335551e-05,0.0
270,3.0996503e-05,0.0
270,0.9999765,1.0
270,2.673864e-05,0.0
270,2.9499704e-05,0.0
270,0.9999757,1.0
1112,2.776637e-05,0.0
1112,3.065287e-05,0.0
1112,0.99997544,1.0
1112,5.5694145e-05,0.0
1112,4.782008e-05,0.0
1112,0.9999726,1.0
1112,2.8361912e-05,0.0
1112,3.088768e-05,0.0
1112,0.99997735,1.0
1112,0.00029815992,0.0
1112,7.4138e-05,0.0
1112,0.99996305,1.0
1112,2.9545905e-05,0.0
1112,3.247249e-05,0.0
1112,0.99997306,1.0
1112,2.7470307e-05,0.0
1112,3.1379852e-05,0.0
1112,0.99997604,1.0
1112,3.670781e-05,0.0
1112,5.6327557e-05,0.0
1112,0.99997485,1.0
1112,2.795373e-05,0.0
1112,3.0716543e-05,0.0
1112,0.99997616,1.0
1112,2.7824846e-05,0.0
1112,3.1979675e-05,0.0
1112,0.9999753,1.0
1112,2.9301898e-05,0.0
1112,2.9938308e-05,0.0
1112,0.99997437,1.0
1112,2.8426222e-05,0.0
1112,3.098421e-05,0.0
1112,0.99997544,1.0
1112,2.750029e-05,0.0
1112,2.9904351e-05,0.0
1112,0.9999732,1.0
374,3.9536506e-05,0.0
374,3.7600897e-05,0.0
374,0.9999727,1.0
374,0.008184444,0.0
374,0.9836398,1.0
374,0.0018589179,0.0
374,2.6728369e-05,0.0
374,3.1089105e-05,0.0
374,0.9999752,1.0
374,0.006078153,0.0
374,0.013468074,0.0
374,0.99760914,1.0
374,4.7849913e-05,0.0
374,6.538446e-05,0.0
374,0.9999678,1.0
374,9.0942944e-05,0.0
374,7.064493e-05,0.0
374,0.999972,1.0
374,0.000109437286,0.0
374,0.00048428398,0.0
374,0.99996805,1.0
374,2.790869e-05,0.0
374,3.2912885e-05,0.0
374,0.9999734,1.0
374,2.8424976e-05,0.0
374,3.823772e-05,0.0
374,0.9999733,1.0
374,0.0001784994,0.0
374,7.587646e-05,0.0
374,0.999967,1.0
374,3.15526e-05,0.0
374,3.4375982e-05,0.0
374,0.9999707,1.0
374,3.1653683e-05,0.0
374,4.04504e-05,0.0
374,0.9999739,1.0
1428,3.096241e-05,0.0
1428,4.248935e-05,0.0
1428,0.99996674,1.0
1428,0.3807146,0.0
1428,0.39636296,1.0
1428,0.3231225,0.0
1428,2.8296883e-05,0.0
1428,3.424079e-05,0.0
1428,0.9999696,1.0
1428,0.07905084,0.0
1428,0.008481489,0.0
1428,0.96328175,1.0
1428,3.3932338e-05,0.0
1428,6.346643e-05,0.0
1428,0.9999633,1.0
1428,2.7937049e-05,0.0
1428,3.815081e-05,0.0
1428,0.9999666,1.0
1428,6.956374e-05,0.0
1428,0.00022784357,0.0
1428,0.99995995,1.0
1428,2.8853294e-05,0.0
1428,3.512075e-05,0.0
1428,0.99996805,1.0
1428,3.1193937e-05,0.0
1428,4.8715418e-05,0.0
1428,0.9999653,1.0
1428,2.8430506e-05,0.0
1428,3.5567005e-05,0.0
1428,0.9999635,1.0
1428,2.789371e-05,0.0
1428,3.7978458e-05,0.0
1428,0.9999645,1.0
1428,2.6891072e-05,0.0
1428,3.267284e-05,0.0
1428,0.99996674,1.0
394,2.8823893e-05,0.0
394,3.2342377e-05,0.0
394,0.9999758,1.0
394,0.6911603,0.0
394,0.9538567,0.0
394,0.0030812847,1.0
394,2.7992759e-05,0.0
394,3.1600484e-05,0.0
394,0.99997723,1.0
394,0.00021906408,0.0
394,7.336272e-05,0.0
394,0.9999726,1.0
394,2.9014242e-05,0.0
394,3.3400454e-05,0.0
394,0.99997413,1.0
394,2.8017917e-05,0.0
394,3.1569303e-05,0.0
394,0.9999753,1.0
394,3.548014e-05,0.0
394,5.9272046e-05,0.0
394,0.9999739,1.0
394,2.8824306e-05,0.0
394,3.19737e-05,0.0
394,0.9999759,1.0
394,2.7261318e-05,0.0
394,3.322373e-05,0.0
394,0.9999759,1.0
394,3.1085514e-05,0.0
394,3.1793847e-05,0.0
394,0.999974,1.0
394,2.814547e-05,0.0
394,3.166739e-05,0.0
394,0.99997485,1.0
394,2.6290163e-05,0.0
394,3.007228e-05,0.0
394,0.99997544,1.0
539,3.2235654e-05,0.0
539,3.7407153e-05,0.0
539,0.9999778,1.0
539,0.9997876,1.0
539,0.0001896733,0.0
539,0.007327609,0.0
539,2.7836362e-05,0.0
539,3.3378994e-05,0.0
539,0.9999784,1.0
539,6.420176e-05,0.0
539,4.0639894e-05,0.0
539,0.99997294,1.0
539,2.8929253e-05,0.0
539,3.664391e-05,0.0
539,0.999977,1.0
539,3.142947e-05,0.0
539,3.3152617e-05,0.0
539,0.99997663,1.0
539,0.00010921992,0.0
539,0.00028353796,0.0
539,0.99997187,1.0
539,2.730068e-05,0.0
539,3.2035718e-05,0.0
539,0.9999783,1.0
539,0.9997209,1.0
539,0.00023298542,0.0
539,0.0007729517,0.0
539,5.60538e-05,0.0
539,3.7636193e-05,0.0
539,0.9999757,1.0
539,3.1855427e-05,0.0
539,3.259597e-05,0.0
539,0.99997723,1.0
539,2.6588516e-05,0.0
539,2.9732031e-05,0.0
539,0.9999757,1.0
244,5.7052832e-05,0.0
244,3.493176e-05,0.0
244,0.999966,1.0
244,0.9998473,1.0
244,0.00016176947,0.0
244,0.00075513724,0.0
244,2.7347794e-05,0.0
244,3.085023e-05,0.0
244,0.9999738,1.0
244,4.441602e-05,0.0
244,3.3436594e-05,0.0
244,0.9999709,1.0
244,3.749569e-05,0.0
244,4.0024282e-05,0.0
244,0.9999677,1.0
244,2.8290948e-05,0.0
244,3.1491763e-05,0.0
244,0.9999685,1.0
244,5.9820406e-05,0.0
244,0.000104297236,0.0
244,0.99996924,1.0
244,2.7646096e-05,0.0
244,2.9900928e-05,0.0
244,0.99997115,1.0
244,2.8170658e-05,0.0
244,3.445225e-05,0.0
244,0.9999684,1.0
244,3.8923015e-05,0.0
244,3.3068183e-05,0.0
244,0.99996996,1.0
244,2.9988198e-05,0.0
244,3.18812e-05,0.0
244,0.9999647,1.0
244,0.00017223161,0.0
244,4.787437e-05,0.0
244,0.9999691,1.0
1161,3.6910136e-05,0.0
1161,3.8631657e-05,0.0
1161,0.9999677,1.0
1161,0.9997503,1.0
1161,0.00024572606,0.0
1161,0.0028920493,0.0
1161,2.7793447e-05,0.0
1161,3.2909622e-05,0.0
1161,0.99997437,1.0
1161,4.5566117e-05,0.0
1161,4.2406406e-05,0.0
1161,0.9999714,1.0
1161,2.8035156e-05,0.0
1161,3.4978297e-05,0.0
1161,0.9999702,1.0
1161,3.1360196e-05,0.0
1161,3.493889e-05,0.0
1161,0.99996865,1.0
1161,4.2401512e-05,0.0
1161,7.244538e-05,0.0
1161,0.999969,1.0
1161,2.7975277e-05,0.0
1161,3.406709e-05,0.0
1161,0.9999716,1.0
1161,2.8587647e-05,0.0
1161,3.341734e-05,0.0
1161,0.99997175,1.0
1161,3.9972827e-05,0.0
1161,3.8564336e-05,0.0
1161,0.9999676,1.0
1161,2.9343535e-05,0.0
1161,3.2090695e-05,0.0
1161,0.9999701,1.0
1161,0.9985656,0.0
1161,0.06795163,0.0
1161,0.0022714906,1.0
605,3.0165744e-05,0.0
605,3.1302465e-05,0.0
605,0.99997306,1.0
605,0.030790532,1.0
605,0.9787313,0.0
605,0.0075776577,0.0
605,2.940676e-05,0.0
605,3.2207874e-05,0.0
605,0.99997437,1.0
605,6.756466e-05,0.0
605,6.828806e-05,0.0
605,0.9999622,1.0
605,2.998185e-05,0.0
605,3.544247e-05,0.0
605,0.9999659,1.0
605,2.8048635e-05,0.0
605,3.1169377e-05,0.0
605,0.9999751,1.0
605,0.00012453587,0.0
605,0.0005569694,0.0
605,0.9999645,1.0
605,2.9387023e-05,0.0
605,3.13125e-05,0.0
605,0.99997246,1.0
605,3.3030232e-05,0.0
605,0.0001114004,0.0
605,0.99996626,1.0
605,3.0436708e-05,0.0
605,3.0623713e-05,0.0
605,0.9999691,1.0
605,2.9034887e-05,0.0
605,3.078329e-05,0.0
605,0.9999683,1.0
605,2.7171904e-05,0.0
605,2.9982479e-05,0.0
605,0.9999722,1.0
1311,2.938621e-05,0.0
1311,3.2004205e-05,0.0
1311,0.99997556,1.0
1311,0.16881944,0.0
1311,0.0055245915,0.0
1311,0.98987156,1.0
1311,2.8882117e-05,0.0
1311,3.1350744e-05,0.0
1311,0.9999778,1.0
1311,0.99985075,1.0
1311,0.00013375159,0.0
1311,0.005143416,0.0
1311,2.8473265e-05,0.0
1311,3.4124154e-05,0.0
1311,0.9999733,1.0
1311,2.9469955e-05,0.0
1311,3.254019e-05,0.0
1311,0.99997556,1.0
1311,3.7858696e-05,0.0
1311,9.496551e-05,0.0
1311,0.99997294,1.0
1311,2.8433162e-05,0.0
1311,3.2822463e-05,0.0
1311,0.9999753,1.0
1311,2.7826383e-05,0.0
1311,3.590644e-05,0.0
1311,0.99997556,1.0
1311,3.292802e-05,0.0
1311,3.251407e-05,0.0
1311,0.99997413,1.0
1311,2.8681803e-05,0.0
1311,3.127347e-05,0.0
1311,0.9999753,1.0
1311,2.6983502e-05,0.0
1311,2.983536e-05,0.0
1311,0.9999757,1.0
470,2.8865237e-05,0.0
470,3.1675427e-05,0.0
470,0.99997616,1.0
470,8.980412e-05,0.0
470,7.460993e-05,0.0
470,0.9999721,1.0
470,2.8110973e-05,0.0
470,3.158596e-05,0.0
470,0.9999782,1.0
470,0.43626383,0.0
470,0.0002897429,0.0
470,0.8871469,1.0
470,2.8862018e-05,0.0
470,3.362551e-05,0.0
470,0.9999738,1.0
470,2.7308024e-05,0.0
470,3.1641554e-05,0.0
470,0.9999752,1.0
470,3.088662e-05,0.0
470,3.6013225e-05,0.0
470,0.9999739,1.0
470,2.9272318e-05,0.0
470,3.1613108e-05,0.0
470,0.99997604,1.0
470,2.7597338e-05,0.0
470,3.366684e-05,0.0
470,0.9999747,1.0
470,2.8293378e-05,0.0
470,3.0775598e-05,0.0
470,0.99997437,1.0
470,2.7703158e-05,0.0
470,3.200024e-05,0.0
470,0.99997544,1.0
470,2.7539105e-05,0.0
470,3.0309346e-05,0.0
470,0.99997556,1.0
617,2.959404e-05,0.0
617,3.5898083e-05,0.0
617,0.99997735,1.0
617,0.9997888,1.0
617,0.00027621133,0.0
617,0.013434327,0.0
617,2.9543678e-05,0.0
617,3.4151435e-05,0.0
617,0.9999783,1.0
617,0.0007846144,0.0
617,8.302798e-05,0.0
617,0.9999511,1.0
617,2.7404967e-05,0.0
617,4.2519627e-05,0.0
617,0.99997675,1.0
617,0.0036716945,0.0
617,9.338393e-05,0.0
617,0.9999695,1.0
617,3.6135145e-05,0.0
617,5.254388e-05,0.0
617,0.9999753,1.0
617,2.7317403e-05,0.0
617,3.5699188e-05,0.0
617,0.9999771,1.0
617,0.00013028798,0.0
617,0.0005615564,0.0
617,0.99997425,1.0
617,3.251221e-05,0.0
617,3.5079815e-05,0.0
617,0.9999759,1.0
617,0.00016188457,0.0
617,4.9544484e-05,0.0
617,0.99997294,1.0
617,0.9998343,1.0
617,0.0004055299,0.0
617,0.0019500034,0.0
1409,3.0436679e-05,0.0
1409,3.1921663e-05,0.0
1409,0.9999747,1.0
1409,0.073669575,1.0
1409,0.0020359727,0.0
1409,0.9905139,0.0
1409,2.9797373e-05,0.0
1409,3.2562977e-05,0.0
1409,0.9999778,1.0
1409,0.00021729068,0.0
1409,3.6516896e-05,0.0
1409,0.99997425,1.0
1409,2.9313942e-05,0.0
1409,3.3097833e-05,0.0
1409,0.99997497,1.0
1409,3.0155159e-05,0.0
1409,3.2365548e-05,0.0
1409,0.9999726,1.0
1409,0.0034189504,0.0
1409,0.9977889,1.0
1409,0.0025540236,0.0
1409,3.029854e-05,0.0
1409,3.175497e-05,0.0
1409,0.99997616,1.0
1409,2.9246035e-05,0.0
1409,3.2441476e-05,0.0
1409,0.99997544,1.0
1409,3.0044534e-05,0.0
1409,3.1362466e-05,0.0
1409,0.999972,1.0
1409,2.8714536e-05,0.0
1409,3.2123797e-05,0.0
1409,0.9999727,1.0
1409,2.7557022e-05,0.0
1409,3.0461184e-05,0.0
1409,0.9999727,1.0
11,2.8434788e-05,0.0
11,3.0785875e-05,0.0
11,0.99996984,1.0
11,0.0005343057,0.0
11,0.00015730601,0.0
11,0.999964,1.0
11,2.8321663e-05,0.0
11,3.103469e-05,0.0
11,0.9999759,1.0
11,0.00010679678,0.0
11,5.00082e-05,0.0
11,0.99997365,1.0
11,2.9314724e-05,0.0
11,3.3441152e-05,0.0
11,0.99997246,1.0
11,3.0474172e-05,0.0
11,3.1943648e-05,0.0
11,0.9999697,1.0
11,0.0035875496,0.0
11,0.9941193,1.0
11,0.0021224774,0.0
11,2.9561379e-05,0.0
11,3.111752e-05,0.0
11,0.9999733,1.0
11,2.7892298e-05,0.0
11,3.2282594e-05,0.0
11,0.999969,1.0
11,4.6065194e-05,0.0
11,3.2114756e-05,0.0
11,0.9999714,1.0
11,2.938162e-05,0.0
11,3.205931e-05,0.0
11,0.99997056,1.0
11,2.6300017e-05,0.0
11,2.884933e-05,0.0
11,0.99997044,1.0
719,3.0551986e-05,0.0
719,3.150744e-05,0.0
719,0.9999759,1.0
719,0.00013688656,0.0
719,0.00011682127,0.0
719,0.99996746,1.0
719,2.811789e-05,0.0
719,3.1471885e-05,0.0
719,0.999977,1.0
719,2.7413751e-05,0.0
719,3.062771e-05,0.0
719,0.9999752,1.0
719,3.14085e-05,0.0
719,3.9301038e-05,0.0
719,0.9999745,1.0
719,2.8971108e-05,0.0
719,3.074679e-05,0.0
719,0.999977,1.0
719,0.00019204525,0.0
719,0.00056004577,0.0
719,0.9999722,1.0
719,3.0056972e-05,0.0
719,3.1296677e-05,0.0
719,0.99997616,1.0
719,3.3186338e-05,0.0
719,3.836973e-05,0.0
719,0.99997497,1.0
719,3.302356e-05,0.0
719,3.2013726e-05,0.0
719,0.99997294,1.0
719,2.9596922e-05,0.0
719,3.0942865e-05,0.0
719,0.99997437,1.0
719,2.890146e-05,0.0
719,3.2639393e-05,0.0
719,0.9999721,1.0
860,3.1461444e-05,0.0
